news_content,news_source,news_time,news_title
" 本报讯（张 静）为深入贯彻落实省委九届八次全会、市委十届六次全会精神，日前，长安区委、区政府主要领导亲自策划，开展“我为长安改革发展献良策暨‘金点子’征集”问计活动，号召区级领导及副科级干部为探索科学发展、破解难题出点子谋计策。 
 活动开... ...

								",,2019.01.07,广征“金点子”助力新发展
" （上接第一版）创建数字智能之城、确保城市安全运行等提出指导性意见。 
 批复指出，在京津冀协同发展领导小组统筹指导下，河北省委和省政府要切实履行主体责任，加强组织领导，全力推进雄安新区规划建设各项工作；建立全域覆盖、分层管理、分类指导、多规... ...

								",,2019.01.03,国务院批复同意《河北雄安新区总体规划（2018—2035年）》
" 本报记者 石雅彬 
 一元复始，万象更新，元旦来临，当我们准备满怀希望，踏上新的征程，也不妨慢一下脚步，在文学作品中体味那些不一样的元旦，不一样的情愫。 
 民国作家笔下，元旦和春节分不清 
 元旦，即公历一月一日，在我国古代是没有这个节日... ...

								",,2019.01.01,细品作家笔下
" 本报记者 刘真 
 
本周中，欧冠联赛1/4决赛首回合就将全面打响，八强球队将在接下来两天里依次登场，而英超四支球队全部入围八强，也让今年的欧冠联赛，成为了欧洲群雄对英超的阻击战。 
时隔九年后，英超再一次在欧冠赛场上展示了自己的强势，曼联... ...

								",,2019.04.09,欧冠打响英超阻击战
 ...河北白丝带心理咨询中心开展了“好书推荐进校园”活动。16日下午，首席心理咨询师康建梅与,,2019.04.18,与好书相伴 与好友同行
" 本报讯 （记者 刘迪） 4月6日，由河北省河北梆子剧院创排的《大青衣》分别在藁城区塔元庄村与长安区柳辛庄村唱响，拉开了该剧在全省范围内近40场巡回演出的序幕。 
当天下午风和日丽，藁城区塔元庄村委会内十分热闹，离演出还有1个小时，许多村民就... ...

								",,2019.04.08,河北梆子《大青衣》赢得老乡点赞
" 4月8日，党和国家领导人习近平、栗战书、汪洋、王沪宁、赵乐际、韩正、王岐山等来到北京市通州区永顺镇参加首都义务植树活动。这是习近平同大家一起植树。 新华社发       
新华社北京4月8日电 （记者 张晓松 林 晖） 中共中央总书记、国家... ...

								",,2019.04.09,发扬中华民族爱树植树护树好传统 推动国土绿化不断取得实实在在的成效---栗战书汪洋王沪宁赵乐际韩正王岐山参加
 本报讯（记者 戴丽丽）近日，由省青联主办、,,2019.04.09,省市“青联大讲堂”开讲
" （上接第一版） 
司存喜要求，扎实开展“河北发展、人大尽责”主题实践活动，要坚持党的领导、坚持围绕中心大局、坚持依法履职、坚持改革创新。着力在突出创制性立法上下功夫，着力在深化联动监督上下功夫，着力在增强民主功效上下功夫，着力在夯实基层基础... ...

								",,2019.04.09,充分发挥人大制度优势和组织功效 使各项工作走在全省前列
" 各县（市、区）人大工作人员到藁城区观摩人大代表之家（站）建设。       
 
 
 本报记者 王静 
藁城区人大常委会 
倾力打造精品“家（站）” 
藁城区人大常委会持续用力推动“家（站）”建设，三年跨出了三大步：2017年，16个“人... ...

								",,2019.04.09,多维度发挥人大代表家（站）作用
" 本报记者 吴 温 刘立芳 杜倩倩 
首席记者 范玉蕾 
 
今年是市委、市政府确定的“项目落地年”。4月8日，清明小长假后的第一个工作日，我市举行2019年城市经济和县域经济项目观摩活动。本报记者“兵分四路”跟随观摩组，对各县（市、区）新竣... ...

								",,2019.04.09,为经济社会发展再蓄强大后劲---——2019年全市项目展评观摩侧记
 本报讯 （记者 刘迪） 4月27日，由,,2019.04.29,市少儿主持人经典诵读大赛启动
" （40） 
本报讯 （记者 刘真） 6月9日，“奔跑吧国际庄”",,2019.04.29,城市定向赛报名启动
" 青年兴则国兴，青年强则国强。 
一个重视青年的国家，未来充满希望。 
一个接续奋斗的民族，前途无限光明。 
党的十八大以来，以习近平同志为核心的党中央站在党和国家事业发展薪火相传、后继有人的战略高度，关心青年成长进步，为新时代党的青年工作指... ...

								",,2019.04.30,用青春书写新时代的荣光---——以习近平同志为核心的党中央关心青年成长成才纪实
" ...交流经验做法，并对下一步工作进行安排部署。副市长蒋文红参加会议并讲话。 
会议宣读了《",,2019.04.30,严格源头准入 严防劣质散煤流入市场
" 本报讯 （首席记者 齐广君） 4月29日，省委常委、市委书记邢国辉在栾城区调研时强调，要坚持以习近平新时代中国特色社会主义思想为指导，认真落实全省经济工作暨乡村振兴和脱贫攻坚推进会议精神，按照全市一季度经济形势分析会议部署要求，进一步强化城... ...

								",,2019.04.30,强化城市意识 瞄准更高定位 聚力打造省会高质量发展现代新区
" 本报讯 （首席记者 刘 娴） 4月29日，市政府党组书记、市长邓沛然主持召开市政府党组会议，传达学习习近平总书记在重庆考察时关于解决“两不愁三保障”突出问题的重要讲话精神和国务院第二次廉政工作会议精神。会议强调，全面贯彻落实习近平总书记重要... ...

								",,2019.04.30,聚焦“两不愁三保障” 坚决打赢脱贫攻坚战
" 本报讯 （记者 宋 钧）4月29日，市委常委、副市长张学勤在2019年全市集中供暖暨农村地区清洁取暖工作会上指出，各级各有关部门要继续发扬攻坚克难、连续作战的作风，全力打好2019年度供热保障攻坚战。 
会议宣读了《关于表彰2018-201... ...

								",,2019.04.30,攻坚克难 确保如期完成目标任务
 ...、市长邓沛然主持召开市政府第45次常务会议。会议研究并原则通过《,,2019.04.30,市政府召开第45次常务会议---研究并原则通过《
" 图为在平山县上东峪村，绿色无公害蔬菜大棚的建成，不仅让村民吃到了放心菜，更让他们的腰包鼓了起来。本报记者 张晓峰 摄       
 本报记者 范文龙 魏宪亮 张明星 岳金宏 
 
“一面是光荣，一面是贫穷。”曾经是平山——这个全国著名的革... ...

								",,2019.04.30,红色沃土上的绿色征程---——来自西柏坡的蹲点报告②
 ,,2019.04.30,图片新闻
" 图为即将开放的西环公园。本报记者 张晓峰 摄       
本报讯 （首席记者 靳晓磊）5月1日，位于南二环与西二环交口东北角的西环见义勇为公园将正式开园。该公园为免费公园，园内轮滑场也将从5月1日开始免费开放。 
该公园以弘扬中华民族传统... ...

								",,2019.04.30,“西环公园”五一开门迎客---园内轮滑场地将免费开放
" 本报讯 （记者 焦莉莉）根据《价格法》和《政府制定价格听证办法》的规定，4月29日下午，我市召开主城区居民用天然气配气价格暨销售价格联动机制听证会，对主城区居民用管道天然气配气价格暨销售价格联动机制方案进行了听证。 
来自社会各界的25名听... ...

								",,2019.04.30,主城区居民用天然气价格听证会召开
" 本报讯 （记者 王 静）记者从市人社局了解到，由市就业服务中心组织开展的以“就业政策惠民企，就业服务促发展”为主题的2019年民营企业招聘周活动圆满结束。此次活动中，全市共举办20场专场招聘活动，提供招聘岗位3.1万个，提供就业政策、务工维... ...

								",,2019.04.30,民营企业招聘周活动达成就业意向1.2万人
" （上接第一版）真脱贫，不仅承载着平山人民对幸福生活的期待和向往，也是平山县面向未来、更好出发的正确抉择。 
红色旅游如火如荼、绿色发展方兴未艾，精神面貌吐故纳新、产业格局鱼跃龙腾，一座座美丽乡村串连成气韵生动的水墨画卷；大跨越脉动强劲、大发... ...

								",,2019.04.30,鱼跃龙腾添锦绣
" 本报讯 （记者 王 静）记者从4月28日召开的全市社会保险降费视频会议上了解到，从5月1日起正式降低社会保险费率，从20%一次性降至16%。副市长姜阳出席会议并强调，要采取细而又细、实而又实的落实举措，确保从5月1日起，把降费减负的好政策兑... ...

								",,2019.04.30,把降费减负的好政策兑现落实
" 本报讯 （记者 刘立芳）4月29日，我市召开全市中央脱贫攻坚专项巡视通报问题整改工作调度会。市委常委、宣传部长王韶华出席会议并讲话。 
王韶华指出，中央脱贫攻坚专项巡视通报问题整改工作开展以来，全市各级各部门高度重视，刀刃向内，举一反三，全... ...

								",,2019.04.30,集中精力 全力以赴做好整改工作
" 图为巴塞罗那队球员库蒂尼奥（右）与利物浦队球员马蒂普拼抢。
 新华社发          
    图为巴塞罗那队球员梅西庆祝攻入球队第二球。
 新华社发       
新华社马德里5月1日电 梅西再次成为主角！在1日欧冠半决赛首回合巴萨主... ...

								",,2019.05.03,欧冠巴萨三球胜利物浦---梅西迎俱乐部600球
